"estadual_id","estadual_nome","estado","nivel","ano_referencia","time_id"
"acreano_1","Campeonato Acreano","AC",1,2026,"independencia_ac"
"acreano_1","Campeonato Acreano","AC",1,2026,"santa_cruz_ac"
"acreano_1","Campeonato Acreano","AC",1,2026,"galvez"
"acreano_1","Campeonato Acreano","AC",1,2026,"sao_francisco_ac"
"acreano_1","Campeonato Acreano","AC",1,2026,"adesg"
"acreano_1","Campeonato Acreano","AC",1,2026,"humaita_ac"
"acreano_1","Campeonato Acreano","AC",1,2026,"vasco_da_gama_ac"
"acreano_1","Campeonato Acreano","AC",1,2026,"rio_branco_ac"
"alagoano_1","Campeonato Alagoano","AL",1,2026,"crb"
"alagoano_1","Campeonato Alagoano","AL",1,2026,"csa"
"alagoano_1","Campeonato Alagoano","AL",1,2026,"asa"
"alagoano_1","Campeonato Alagoano","AL",1,2026,"coruripe"
"alagoano_1","Campeonato Alagoano","AL",1,2026,"cruzeiro_al"
"alagoano_1","Campeonato Alagoano","AL",1,2026,"cse"
"alagoano_1","Campeonato Alagoano","AL",1,2026,"murici"
"alagoano_1","Campeonato Alagoano","AL",1,2026,"penedense"
"amapaense_1","Campeonato Amapaense","AP",1,2026,"macapa_ec"
"amapaense_1","Campeonato Amapaense","AP",1,2026,"oratorio"
"amapaense_1","Campeonato Amapaense","AP",1,2026,"trem"
"amapaense_1","Campeonato Amapaense","AP",1,2026,"independente_ap"
"amapaense_1","Campeonato Amapaense","AP",1,2026,"ypiranga_ap"
"amapaense_1","Campeonato Amapaense","AP",1,2026,"santos_ap"
"amapaense_1","Campeonato Amapaense","AP",1,2026,"cristal"
"amapaense_1","Campeonato Amapaense","AP",1,2026,"sao_jose_ap"
"amazonense_1","Campeonato Amazonense","AM",1,2026,"amazonas_fc"
"amazonense_1","Campeonato Amazonense","AM",1,2026,"manaus_fc"
"amazonense_1","Campeonato Amazonense","AM",1,2026,"itacoatiara"
"amazonense_1","Campeonato Amazonense","AM",1,2026,"nacional_am"
"amazonense_1","Campeonato Amazonense","AM",1,2026,"manauara"
"amazonense_1","Campeonato Amazonense","AM",1,2026,"parintins"
"amazonense_1","Campeonato Amazonense","AM",1,2026,"princesa_do_solimoes"
"amazonense_1","Campeonato Amazonense","AM",1,2026,"sao_raimundo_am"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"bahia"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"vitoria"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"galicia"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"atletico_alagoinhas"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"bahia_de_feira"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"jacuipense"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"jequie"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"juazeirense"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"porto_ba"
"baiano_a1","Campeonato Baiano - Série A1","BA",1,2026,"barcelona_ilheus"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"leonico"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"barreiras_fc"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"camacari"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"ecpp_vitoria_conquista"
"baiano_b","Campeonato Baiano - Série B","BA",2,2026,"feira_fc"
